billing_account_id,project_id,project_name,service_description,sku_description,usage_start_time,usage_end_time,cost,currency,usage_amount,usage_unit,labels
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Micro Instance with burstable CPU running in EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,5.55E-4,EUR,278.0,seconds,serverless-vpc-access:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage Image,2026-03-01 00:00:00,2026-03-01 01:00:00,8.92E-4,EUR,5.542530346784E13,byte-seconds,cal-account:REDACTED;cal-activity:backup;cal-calid:REDACTED;cal-instanceid:REDACTED;cal-instancename:instance-anon;cal-last-tagged-at:REDACTED;cal-solinstid:REDACTED;cal-solution:REDACTED;cal-userid:REDACTED;cal-volumesnapshot:REDACTED;name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,E2 Instance Core running in EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,0.077117,EUR,13844.0,seconds,goog-ops-agent-policy:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage PD Capacity,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001912,EUR,1.4864881811456E14,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services CPU (Request-based billing),2026-03-01 00:00:00,2026-03-01 01:00:00,0.061418,EUR,3061.899998,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.002777,EUR,181256.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2025-10-28-rc0;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,9.0E-6,EUR,24053.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Artifact Registry,Artifact Registry Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,1.3E-5,EUR,4.11445508158E11,byte-seconds,goog-managed-by:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.002777,EUR,181256.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2026-02-09-rc3;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,8.2E-5,EUR,211475.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Notebooks,Workbench Instances CPU for GCE usage - E2 Instance Cores in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.09254,EUR,13844.0,seconds,consumer-project-id:REDACTED;consumer-project-number:REDACTED;goog-caip-notebook:REDACTED;notebooks-product:REDACTED;resource-name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,3.78E-4,EUR,970671.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Networking,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,2026-03-01 00:00:00,2026-03-01 01:00:00,6.68E-4,EUR,1.0,requests,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.2E-5,EUR,57648.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.003777,EUR,246500.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2025-10-28-rc0;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.137905,EUR,9000000.0,seconds,goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.0E-6,EUR,6197.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.003605,EUR,235277.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2025-10-28-rc0;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Cloud SQL: Backups in Netherlands,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,1.01341485656E11,byte-seconds,bigalloc-enabled:false;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;env:dev;physical-block-size:4096;scope:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Network Internet Data Transfer Out from Milan to South America,2026-03-01 00:00:00,2026-03-01 01:00:00,3.51E-4,EUR,2378304.0,bytes,env:bastion
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Balanced PD Capacity,2026-03-01 00:00:00,2026-03-01 01:00:00,0.022718,EUR,7.0608188604416E14,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.003418,EUR,8783791.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.0E-6,EUR,6256.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.002397,EUR,156400.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2025-10-28-rc0;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-5,EUR,76913.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.003699,EUR,241400.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2026-02-09-rc3;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Balanced PD Capacity,2026-03-01 00:00:00,2026-03-01 01:00:00,5.3E-5,EUR,1.641751248896E12,byte-seconds,goog-gke-cluster-id-base32:REDACTED;goog-gke-node-pool-provisioning-model:REDACTED;goog-gke-volume:REDACTED;goog-k8s-cluster-location:REDACTED;goog-k8s-node-pool-name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Jobs Memory in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.039215,EUR,2.518998319104E13,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services Min Instance CPU (Request-based billing),2026-03-01 00:00:00,2026-03-01 01:00:00,0.081584,EUR,39045.582009,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,8.6E-5,EUR,221819.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Network Internet Data Transfer Out from EMEA to Americas,2026-03-01 00:00:00,2026-03-01 01:00:00,2.6E-5,EUR,275332.0,bytes,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Network Internet Data Transfer Out from Belgium to Apac(Excluding Korea and Indonesia),2026-03-01 00:00:00,2026-03-01 01:00:00,7.5E-5,EUR,810822.0,bytes,goog-ec-src:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.003756,EUR,9650889.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer Network Inter Zone Data Transfer Out,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,134935.0,bytes,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2025-10-28-rc0;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Vended Logs Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,1.54E-4,EUR,791723.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,N1 Predefined Instance Ram running in EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001128,EUR,1.119403176696E12,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Secret Manager,Secret version replica storage,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001506,EUR,72681.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Training/Pipelines on SSD backed PD Capacity,2026-03-01 00:00:00,2026-03-01 01:00:00,0.150822,EUR,2.397665492992E15,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.004327,EUR,1.1116121E7,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,External IP Charge on a Standard VM,2026-03-01 00:00:00,2026-03-01 01:00:00,0.004018,EUR,3461.0,seconds,goog-ec-src:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Key Management Service (KMS),Active software symmetric key versions,2026-03-01 00:00:00,2026-03-01 01:00:00,7.1E-5,EUR,3461.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services Min Instance Memory (Request-based billing),2026-03-01 00:00:00,2026-03-01 01:00:00,0.057002,EUR,2.929175624644481E13,byte-seconds,resource-name:REDACTED;resource-type:cloudrun-service;team:ml
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Training/Pipelines on N1 Predefined Instance Core running in EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,0.005607,EUR,604.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Artifact Registry,Artifact Registry Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,8.4E-5,EUR,2.597681104095E12,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,9.03E-4,EUR,2319351.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Licensing Fee for Red Hat Enterprise Linux 8 on VM with up to 8 VCPU,2026-03-01 00:00:00,2026-03-01 01:00:00,9.29E-4,EUR,278.0,seconds,goog-ops-agent-policy:REDACTED
000000-000000-000000,proj-anon,proj-anon,Notebooks,Workbench Instances Storage for GCE usage - Balanced Persistent Disk in europe-west4,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001583,EUR,3.7312528384E13,byte-seconds,consumer-project-id:REDACTED;consumer-project-number:REDACTED;notebooks-product:REDACTED;resource-name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Networking,Regional External Passthrough Network Load Balancer Outbound Data Processing for Milan (europe-west8),2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-5,EUR,4141242.0,bytes,goog-gke-cluster-id-base32:REDACTED;goog-gke-node:REDACTED;goog-gke-node-pool-provisioning-model:REDACTED;goog-k8s-cluster-location:REDACTED;goog-k8s-cluster-name:REDACTED;goog-k8s-namespace:REDACTED;goog-k8s-node-pool-name:REDACTED;k8s-namespace:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Vended Logs Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001116,EUR,5742041.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,1834.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,6.0E-6,EUR,14391.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services Min Instance Memory (Request-based billing),2026-03-01 00:00:00,2026-03-01 01:00:00,0.16317,EUR,8.384974889778231E13,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Balanced PD Capacity in Milan,2026-03-01 00:00:00,2026-03-01 01:00:00,0.030238,EUR,8.10136058724352E14,byte-seconds,goog-gke-cluster-id-base32:REDACTED;goog-gke-volume:REDACTED;goog-k8s-cluster-location:REDACTED;goog-k8s-node-pool-name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Training/Pipelines on E2 Instance Ram running in EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,0.01268,EUR,1.5857019256832E13,byte-seconds,vertex-ai-pipelines-run-billing-id:REDACTED;vertex_pipelines:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.2E-5,EUR,55921.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Networking,Networking Cloud NAT IP Usage,2026-03-01 00:00:00,2026-03-01 01:00:00,0.004017,EUR,3461.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Secret Manager,Secret access operations,2026-03-01 00:00:00,2026-03-01 01:00:00,0.002966,EUR,1183.0,requests,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,2976.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,2589.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services CPU (Request-based billing),2026-03-01 00:00:00,2026-03-01 01:00:00,0.022867,EUR,1139.999999,seconds,env:shared;scope:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Storage PD Snapshot,2026-03-01 00:00:00,2026-03-01 01:00:00,3.1E-5,EUR,1.189052799673E12,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,4.0E-6,EUR,9805.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.33E-4,EUR,340717.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Networking,Regional External Passthrough Network Load Balancer Outbound Data Processing for Belgium (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,1.4E-5,EUR,2376438.0,bytes,goog-gke-cluster-id-base32:REDACTED;goog-gke-node:REDACTED;goog-gke-node-pool-provisioning-model:REDACTED;goog-k8s-cluster-location:REDACTED;goog-k8s-cluster-name:REDACTED;goog-k8s-namespace:REDACTED;goog-k8s-node-pool-name:REDACTED;k8s-namespace:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Cloud SQL: Backups in Netherlands,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,2.2869988352E10,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;env:qa;physical-block-size:4096;scope:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,5.0E-6,EUR,13537.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.6E-5,EUR,41307.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,6420.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,External IP Charge on a Standard VM,2026-03-01 00:00:00,2026-03-01 01:00:00,0.004018,EUR,3461.0,seconds,goog-ec-src:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.15E-4,EUR,295392.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Monitoring,Metric Volume,2026-03-01 00:00:00,2026-03-01 01:00:00,0.006641,EUR,32293.0,bytes,goog-agent-metric-class:REDACTED;goog-metric-domain:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Network Internet Data Transfer Out from EMEA to EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,8.2E-5,EUR,874984.0,bytes,goog-ops-agent-policy:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.3E-5,EUR,32584.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.4E-4,EUR,615964.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Storage PD Snapshot,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,3.7732871732E10,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Storage PD Snapshot,2026-03-01 00:00:00,2026-03-01 01:00:00,1.06E-4,EUR,4.121487320064E12,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Vended Logs Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,18334.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Jobs CPU in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.549004,EUR,36492.305103,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001287,EUR,3306632.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Cloud SQL for PostgreSQL: Regional - RAM in Americas,2026-03-01 00:00:00,2026-03-01 01:00:00,0.304231,EUR,1.005022347264E14,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage PD Capacity,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001673,EUR,1.3006771585024E14,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001564,EUR,4020593.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Kubernetes Engine,Regional Kubernetes Clusters,2026-03-01 00:00:00,2026-03-01 01:00:00,0.080352,EUR,3461.0,seconds,goog-gke-cluster-id-base32:REDACTED;goog-k8s-cluster-location:REDACTED;goog-k8s-cluster-name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Notebooks,Workbench Instances RAM for GCE usage - E2 Instance RAM in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001992,EUR,2.388001816576E12,byte-seconds,consumer-project-id:REDACTED;consumer-project-number:REDACTED;goog-caip-notebook:REDACTED;notebooks-product:REDACTED;resource-name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.01E-4,EUR,258915.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-5,EUR,23130.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.009829,EUR,2.525683E7,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Network Vpn Internet Data Transfer Out from EMEA to EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,0.013346,EUR,1.42899836E8,bytes,
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Requests,2026-03-01 00:00:00,2026-03-01 01:00:00,2.8E-5,EUR,84.0,requests,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,8.93E-4,EUR,2294582.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,E2 Instance Core running in Netherlands,2026-03-01 00:00:00,2026-03-01 01:00:00,0.009656,EUR,1732.0,seconds,serverless-vpc-access:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage Image,2026-03-01 00:00:00,2026-03-01 01:00:00,3.6E-5,EUR,2.219246422406E12,byte-seconds,cal-account:REDACTED;cal-activity:backup;cal-calid:REDACTED;cal-instanceid:REDACTED;cal-instancename:instance-anon;cal-last-tagged-at:REDACTED;cal-solinstid:REDACTED;cal-solution:REDACTED;cal-userid:REDACTED;cal-volumesnapshot:REDACTED;name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage PD Capacity,2026-03-01 00:00:00,2026-03-01 01:00:00,3.84E-4,EUR,2.98500227072E13,byte-seconds,goog-caip-notebook-volume:REDACTED
000000-000000-000000,proj-anon,proj-anon,Networking,Networking Cloud NAT IP Usage,2026-03-01 00:00:00,2026-03-01 01:00:00,1.61E-4,EUR,139.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,External IP Charge on a Standard VM,2026-03-01 00:00:00,2026-03-01 01:00:00,1.61E-4,EUR,139.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,E2 Instance Ram running in EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,0.010337,EUR,1.4864881811456E13,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Artifact Registry,Artifact Registry Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,0.021618,EUR,6.71871681090063E14,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Notebooks,Workbench Instances Storage for GCE usage - Balanced Persistent Disk in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.00144,EUR,3.7312528384E13,byte-seconds,consumer-project-id:REDACTED;consumer-project-number:REDACTED;notebooks-product:REDACTED;resource-name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in EMEA for AI Platform,2026-03-01 00:00:00,2026-03-01 01:00:00,0.118406,EUR,12143.0,seconds,resource-type:vertexai-endpoint;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Monitoring,Metric Volume,2026-03-01 00:00:00,2026-03-01 01:00:00,0.012807,EUR,62280.0,bytes,goog-agent-metric-class:REDACTED;goog-metric-domain:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Network Inter Zone Data Transfer Out,2026-03-01 00:00:00,2026-03-01 01:00:00,3.09E-4,EUR,3.9696106E7,bytes,goog-gke-cluster-id-base32:REDACTED;goog-gke-node:REDACTED;goog-gke-node-pool-provisioning-model:REDACTED;goog-k8s-cluster-location:REDACTED;goog-k8s-cluster-name:REDACTED;goog-k8s-namespace:REDACTED;goog-k8s-node-pool-name:REDACTED;k8s-namespace:REDACTED
000000-000000-000000,proj-anon,proj-anon,Artifact Registry,Artifact Registry Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,3.8E-5,EUR,1.172841161599E12,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Storage PD Snapshot,2026-03-01 00:00:00,2026-03-01 01:00:00,2.0E-6,EUR,6.7277742258E10,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Artifact Registry,Artifact Registry Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,5.46E-4,EUR,1.6956243872964E13,byte-seconds,goog-managed-by:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.0E-6,EUR,5896.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,4.0E-6,EUR,10123.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Key Management Service (KMS),Active software symmetric key versions,2026-03-01 00:00:00,2026-03-01 01:00:00,4.6E-5,EUR,2224.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Storage PD Snapshot,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,1.32202559028E11,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage PD Capacity in Milan,2026-03-01 00:00:00,2026-03-01 01:00:00,0.003551,EUR,2.37838108983296E14,byte-seconds,goog-gke-volume:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Licensing Fee for Red Hat Enterprise Linux 8 on VM with up to 8 VCPU,2026-03-01 00:00:00,2026-03-01 01:00:00,0.046283,EUR,13844.0,seconds,goog-ops-agent-policy:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,5.2E-5,EUR,134258.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage PD Capacity in Milan,2026-03-01 00:00:00,2026-03-01 01:00:00,1.78E-4,EUR,1.194000908288E13,byte-seconds,
